accession	reference	antibiotic	mic	mic_numeric
ERR1549681	Harris2018	ceftriaxone	0.047	0.047
ERR1549682	Harris2018	cefixime	0.016	0.016
ERR1549682	Harris2018	ceftriaxone	0.006	0.006
ERR1549683	Harris2018	cefixime	0.064	0.064
ERR1549683	Harris2018	ceftriaxone	0.047	0.047
ERR1549684	Harris2018	cefixime	0.125	0.125
ERR1549684	Harris2018	ceftriaxone	0.094	0.094
ERR1549685	Harris2018	cefixime	0.016	0.016
ERR1549685	Harris2018	ceftriaxone	0.012	0.012
ERR1549686	Harris2018	cefixime	0.016	0.016
ERR1549686	Harris2018	ceftriaxone	0.008	0.008
ERR1549687	Harris2018	cefixime	0.064	0.064
ERR1549687	Harris2018	ceftriaxone	0.032	0.032
ERR1549688	Harris2018	cefixime	0.023	0.023
ERR1549688	Harris2018	ceftriaxone	0.032	0.032
ERR1549689	Harris2018	cefixime	0.047	0.047
ERR1549689	Harris2018	ceftriaxone	0.023	0.023
ERR1549690	Harris2018	cefixime	0.032	0.032
ERR1549690	Harris2018	ceftriaxone	0.047	0.047
ERR1549693	Harris2018	cefixime	0.016	0.016
ERR1549693	Harris2018	ceftriaxone	0.012	0.012
ERR1549695	Harris2018	cefixime	0.016	0.016
ERR1549695	Harris2018	ceftriaxone	0.023	0.023
ERR1549696	Harris2018	cefixime	0.016	0.016
ERR1549696	Harris2018	ceftriaxone	0.012	0.012
ERR1549699	Harris2018	cefixime	0.016	0.016
ERR1549699	Harris2018	ceftriaxone	0.012	0.012
ERR1549700	Harris2018	cefixime	0.032	0.032
ERR1549700	Harris2018	ceftriaxone	0.023	0.023
ERR1549701	Harris2018	cefixime	0.016	0.016
ERR1549701	Harris2018	ceftriaxone	0.002	0.002
ERR1549702	Harris2018	cefixime	0.016	0.016
ERR1549702	Harris2018	ceftriaxone	0.008	0.008
ERR1549703	Harris2018	cefixime	0.016	0.016
ERR1549703	Harris2018	ceftriaxone	0.004	0.004
ERR1549704	Harris2018	cefixime	0.016	0.016
ERR1549704	Harris2018	ceftriaxone	0.012	0.012
ERR1549705	Harris2018	cefixime	0.016	0.016
ERR1549705	Harris2018	ceftriaxone	0.004	0.004
ERR1549707	Harris2018	cefixime	0.016	0.016
ERR1549707	Harris2018	ceftriaxone	0.002	0.002
ERR1549708	Harris2018	cefixime	0.047	0.047
ERR1549708	Harris2018	ceftriaxone	0.023	0.023
ERR1549711	Harris2018	cefixime	0.016	0.016
ERR1549711	Harris2018	ceftriaxone	0.023	0.023
ERR1549712	Harris2018	cefixime	0.023	0.023
ERR1549712	Harris2018	ceftriaxone	0.016	0.016
ERR1549713	Harris2018	cefixime	0.016	0.016
ERR1549713	Harris2018	ceftriaxone	0.006	0.006
ERR1549714	Harris2018	cefixime	0.016	0.016
ERR1549714	Harris2018	ceftriaxone	0.006	0.006
ERR1549715	Harris2018	cefixime	0.016	0.016
ERR1549715	Harris2018	ceftriaxone	0.012	0.012
ERR1549716	Harris2018	cefixime	0.016	0.016
ERR1549716	Harris2018	ceftriaxone	0.006	0.006
ERR1549717	Harris2018	cefixime	0.032	0.032
ERR1549717	Harris2018	ceftriaxone	0.032	0.032
ERR1549718	Harris2018	cefixime	0.023	0.023
ERR1549718	Harris2018	ceftriaxone	0.008	0.008
ERR1549719	Harris2018	cefixime	0.023	0.023
ERR1549719	Harris2018	ceftriaxone	0.023	0.023
ERR1549720	Harris2018	cefixime	0.016	0.016
ERR1549720	Harris2018	ceftriaxone	0.016	0.016
ERR1549721	Harris2018	cefixime	0.016	0.016
ERR1549721	Harris2018	ceftriaxone	0.002	0.002
ERR1549722	Harris2018	cefixime	0.032	0.032
ERR1549722	Harris2018	ceftriaxone	0.023	0.023
ERR1549723	Harris2018	cefixime	0.023	0.023
ERR1549723	Harris2018	ceftriaxone	0.016	0.016
ERR1549726	Harris2018	azithromycin	0.5	0.5
ERR1549726	Harris2018	cefixime	0.023	0.023
ERR1549726	Harris2018	ceftriaxone	0.032	0.032
ERR1549727	Harris2018	cefixime	0.023	0.023
ERR1549727	Harris2018	ceftriaxone	0.012	0.012
ERR1549728	Harris2018	cefixime	0.125	0.125
ERR1549728	Harris2018	ceftriaxone	0.064	0.064
ERR1549729	Harris2018	cefixime	0.125	0.125
ERR1549729	Harris2018	ceftriaxone	0.064	0.064
ERR1549730	Harris2018	cefixime	0.016	0.016
ERR1549730	Harris2018	ceftriaxone	0.012	0.012
ERR1549731	Harris2018	azithromycin	0.5	0.5
ERR1549731	Harris2018	cefixime	0.016	0.016
ERR1549731	Harris2018	ceftriaxone	0.023	0.023
ERR1549732	Harris2018	cefixime	0.125	0.125
ERR1549732	Harris2018	ceftriaxone	0.064	0.064
ERR1549733	Harris2018	azithromycin	0.5	0.5
ERR1549733	Harris2018	cefixime	0.023	0.023
ERR1549733	Harris2018	ceftriaxone	0.023	0.023
ERR1549734	Harris2018	cefixime	0.19	0.19
ERR1549734	Harris2018	ceftriaxone	0.064	0.064
ERR1549735	Harris2018	azithromycin	0.75	0.75
ERR1549735	Harris2018	cefixime	0.023	0.023
ERR1549735	Harris2018	ceftriaxone	0.032	0.032
ERR1549736	Harris2018	azithromycin	0.75	0.75
ERR1549736	Harris2018	cefixime	0.023	0.023
ERR1549736	Harris2018	ceftriaxone	0.032	0.032
ERR1549737	Harris2018	cefixime	0.016	0.016
ERR1549737	Harris2018	ceftriaxone	0.016	0.016
ERR1549738	Harris2018	cefixime	0.016	0.016
ERR1549738	Harris2018	ceftriaxone	0.002	0.002
ERR1549739	Harris2018	cefixime	0.016	0.016
ERR1549739	Harris2018	ceftriaxone	0.008	0.008
ERR1549740	Harris2018	cefixime	0.016	0.016
ERR1549740	Harris2018	ceftriaxone	0.006	0.006
ERR1549741	Harris2018	cefixime	0.016	0.016
ERR1549741	Harris2018	ceftriaxone	0.008	0.008
ERR1549742	Harris2018	cefixime	0.016	0.016
ERR1549742	Harris2018	ceftriaxone	0.008	0.008
ERR1549743	Harris2018	cefixime	0.016	0.016
ERR1549743	Harris2018	ceftriaxone	0.008	0.008
ERR1549744	Harris2018	azithromycin	0.75	0.75
ERR1549744	Harris2018	cefixime	0.032	0.032
ERR1549744	Harris2018	ceftriaxone	0.032	0.032
ERR1549745	Harris2018	cefixime	0.016	0.016
ERR1549745	Harris2018	ceftriaxone	0.004	0.004
ERR1549746	Harris2018	cefixime	0.016	0.016
ERR1549746	Harris2018	ceftriaxone	0.023	0.023
ERR1549747	Harris2018	cefixime	0.016	0.016
ERR1549747	Harris2018	ceftriaxone	0.023	0.023
ERR1549748	Harris2018	cefixime	0.016	0.016
ERR1549748	Harris2018	ceftriaxone	0.002	0.002
ERR1549749	Harris2018	azithromycin	12	12
ERR1549749	Harris2018	cefixime	0.016	0.016
ERR1549749	Harris2018	ceftriaxone	0.016	0.016
ERR1549750	Harris2018	cefixime	0.016	0.016
ERR1549750	Harris2018	ceftriaxone	0.002	0.002
ERR1549751	Harris2018	cefixime	0.016	0.016
ERR1549751	Harris2018	ceftriaxone	0.002	0.002
ERR1549752	Harris2018	azithromycin	0.75	0.75
ERR1549752	Harris2018	cefixime	0.016	0.016
ERR1549752	Harris2018	ceftriaxone	0.023	0.023
ERR1549753	Harris2018	cefixime	0.016	0.016
ERR1549753	Harris2018	ceftriaxone	0.002	0.002
ERR1549754	Harris2018	azithromycin	0.75	0.75
ERR1549754	Harris2018	cefixime	0.016	0.016
ERR1549754	Harris2018	ceftriaxone	0.023	0.023
ERR1549755	Harris2018	azithromycin	0.19	0.19
ERR1549755	Harris2018	cefixime	0.064	0.064
ERR1549755	Harris2018	ceftriaxone	0.032	0.032
ERR1549755	Harris2018	ciprofloxacin	8	8
ERR1549756	Harris2018	azithromycin	0.25	0.25
ERR1549756	Harris2018	cefixime	0.047	0.047
ERR1549756	Harris2018	ceftriaxone	0.023	0.023
ERR1549756	Harris2018	ciprofloxacin	0.008	0.008
ERR1549757	Harris2018	azithromycin	0.125	0.125
ERR1549757	Harris2018	cefixime	0.016	0.016
ERR1549757	Harris2018	ceftriaxone	0.006	0.006
ERR1549757	Harris2018	ciprofloxacin	32	32
ERR1549758	Harris2018	azithromycin	0.38	0.38
ERR1549758	Harris2018	cefixime	0.016	0.016
ERR1549758	Harris2018	ceftriaxone	0.003	0.003
ERR1549758	Harris2018	ciprofloxacin	0.003	0.003
ERR1549759	Harris2018	azithromycin	0.5	0.5
ERR1549759	Harris2018	cefixime	0.016	0.016
ERR1549759	Harris2018	ceftriaxone	0.004	0.004
ERR1549759	Harris2018	ciprofloxacin	0.002	0.002
ERR1549760	Harris2018	azithromycin	0.125	0.125
ERR1549760	Harris2018	cefixime	0.008	0.008
ERR1549760	Harris2018	ceftriaxone	0.004	0.004
ERR1549760	Harris2018	ciprofloxacin	0.03	0.03
ERR1549761	Harris2018	azithromycin	0.25	0.25
ERR1549761	Harris2018	cefixime	0.008	0.008
ERR1549761	Harris2018	ceftriaxone	0.004	0.004
ERR1549761	Harris2018	ciprofloxacin	0.03	0.03
ERR1549762	Harris2018	azithromycin	0.125	0.125
ERR1549762	Harris2018	cefixime	0.008	0.008
ERR1549762	Harris2018	ceftriaxone	0.008	0.008
ERR1549762	Harris2018	ciprofloxacin	0.03	0.03
ERR1549763	Harris2018	azithromycin	0.125	0.125
ERR1549763	Harris2018	cefixime	0.008	0.008
ERR1549763	Harris2018	ceftriaxone	0.002	0.002
ERR1549763	Harris2018	ciprofloxacin	0.03	0.03
ERR1549764	Harris2018	azithromycin	0.25	0.25
ERR1549764	Harris2018	cefixime	0.008	0.008
ERR1549764	Harris2018	ceftriaxone	0.004	0.004
ERR1549764	Harris2018	ciprofloxacin	0.03	0.03
ERR1549765	Harris2018	azithromycin	0.125	0.125
ERR1549765	Harris2018	cefixime	0.008	0.008
ERR1549765	Harris2018	ceftriaxone	0.004	0.004
ERR1549765	Harris2018	ciprofloxacin	0.03	0.03
ERR1549766	Harris2018	azithromycin	0.25	0.25
ERR1549766	Harris2018	cefixime	0.03	0.03
ERR1549766	Harris2018	ceftriaxone	0.03	0.03
ERR1549766	Harris2018	ciprofloxacin	16	16
ERR1549767	Harris2018	azithromycin	0.125	0.125
ERR1549767	Harris2018	cefixime	0.03	0.03
ERR1549767	Harris2018	ceftriaxone	0.03	0.03
ERR1549767	Harris2018	ciprofloxacin	16	16
ERR1549768	Harris2018	azithromycin	0.125	0.125
ERR1549768	Harris2018	cefixime	0.008	0.008
ERR1549768	Harris2018	ceftriaxone	0.004	0.004
ERR1549768	Harris2018	ciprofloxacin	0.03	0.03
ERR1549769	Harris2018	azithromycin	0.03	0.03
ERR1549769	Harris2018	cefixime	0.015	0.015
ERR1549769	Harris2018	ceftriaxone	0.004	0.004
ERR1549769	Harris2018	ciprofloxacin	0.03	0.03
ERR1549770	Harris2018	azithromycin	0.125	0.125
ERR1549770	Harris2018	cefixime	0.004	0.004
ERR1549770	Harris2018	ceftriaxone	0.002	0.002
ERR1549770	Harris2018	ciprofloxacin	0.03	0.03
ERR1549771	Harris2018	azithromycin	0.03	0.03
ERR1549771	Harris2018	cefixime	0.008	0.008
ERR1549771	Harris2018	ceftriaxone	0.002	0.002
ERR1549771	Harris2018	ciprofloxacin	0.03	0.03
ERR1549772	Harris2018	azithromycin	0.25	0.25
ERR1549772	Harris2018	cefixime	0.047	0.047
ERR1549772	Harris2018	ceftriaxone	0.03	0.03
ERR1549772	Harris2018	ciprofloxacin	16	16
ERR1549773	Harris2018	azithromycin	0.125	0.125
ERR1549773	Harris2018	cefixime	0.015	0.015
ERR1549773	Harris2018	ceftriaxone	0.015	0.015
ERR1549773	Harris2018	ciprofloxacin	0.03	0.03
ERR1549774	Harris2018	azithromycin	0.25	0.25
ERR1549774	Harris2018	cefixime	0.047	0.047
ERR1549774	Harris2018	ceftriaxone	0.015	0.015
ERR1549774	Harris2018	ciprofloxacin	8	8
ERR1549775	Harris2018	azithromycin	0.03	0.03
ERR1549775	Harris2018	cefixime	0.015	0.015
ERR1549775	Harris2018	ceftriaxone	0.004	0.004
ERR1549775	Harris2018	ciprofloxacin	0.03	0.03
ERR1549776	Harris2018	azithromycin	0.03	0.03
ERR1549776	Harris2018	cefixime	0.015	0.015
ERR1549776	Harris2018	ceftriaxone	0.002	0.002
ERR1549776	Harris2018	ciprofloxacin	0.03	0.03
ERR1549777	Harris2018	azithromycin	0.125	0.125
ERR1549777	Harris2018	cefixime	0.008	0.008
ERR1549777	Harris2018	ceftriaxone	0.002	0.002
ERR1549777	Harris2018	ciprofloxacin	0.03	0.03
ERR1549778	Harris2018	azithromycin	0.125	0.125
ERR1549778	Harris2018	cefixime	0.008	0.008
ERR1549778	Harris2018	ceftriaxone	0.002	0.002
ERR1549778	Harris2018	ciprofloxacin	0.03	0.03
ERR1549779	Harris2018	azithromycin	0.06	0.06
ERR1549779	Harris2018	cefixime	0.03	0.03
ERR1549779	Harris2018	ceftriaxone	0.004	0.004
ERR1549779	Harris2018	ciprofloxacin	0.03	0.03
ERR1549780	Harris2018	azithromycin	0.125	0.125
ERR1549780	Harris2018	cefixime	0.03	0.03
ERR1549780	Harris2018	ceftriaxone	0.008	0.008
ERR1549780	Harris2018	ciprofloxacin	0.03	0.03
ERR1549781	Harris2018	azithromycin	0.125	0.125
ERR1549781	Harris2018	cefixime	0.008	0.008
ERR1549781	Harris2018	ceftriaxone	0.004	0.004
ERR1549781	Harris2018	ciprofloxacin	0.03	0.03
ERR1549782	Harris2018	azithromycin	0.125	0.125
ERR1549782	Harris2018	cefixime	0.015	0.015
ERR1549782	Harris2018	ceftriaxone	0.004	0.004
ERR1549782	Harris2018	ciprofloxacin	0.03	0.03
ERR1549783	Harris2018	azithromycin	0.25	0.25
ERR1549783	Harris2018	cefixime	0.004	0.004
ERR1549783	Harris2018	ceftriaxone	0.002	0.002
ERR1549783	Harris2018	ciprofloxacin	0.03	0.03
ERR1549784	Harris2018	azithromycin	0.5	0.5
ERR1549784	Harris2018	cefixime	0.5	0.5
ERR1549784	Harris2018	ceftriaxone	0.03	0.03
ERR1549784	Harris2018	ciprofloxacin	16	16
ERR1549785	Harris2018	azithromycin	0.5	0.5
ERR1549785	Harris2018	cefixime	0.094	0.094
ERR1549785	Harris2018	ceftriaxone	0.015	0.015
ERR1549785	Harris2018	ciprofloxacin	16	16
ERR1549786	Harris2018	azithromycin	0.25	0.25
ERR1549786	Harris2018	cefixime	0.004	0.004
ERR1549786	Harris2018	ceftriaxone	0.002	0.002
ERR1549786	Harris2018	ciprofloxacin	0.03	0.03
ERR1549787	Harris2018	azithromycin	0.125	0.125
ERR1549787	Harris2018	cefixime	0.004	0.004
ERR1549787	Harris2018	ceftriaxone	0.004	0.004
ERR1549787	Harris2018	ciprofloxacin	0.03	0.03
ERR1549788	Harris2018	azithromycin	0.25	0.25
ERR1549788	Harris2018	cefixime	0.008	0.008
ERR1549788	Harris2018	ceftriaxone	0.004	0.004
ERR1549788	Harris2018	ciprofloxacin	8	8
ERR1549789	Harris2018	azithromycin	0.03	0.03
ERR1549789	Harris2018	cefixime	0.015	0.015
ERR1549789	Harris2018	ceftriaxone	0.004	0.004
ERR1549789	Harris2018	ciprofloxacin	0.03	0.03
ERR1549790	Harris2018	azithromycin	0.03	0.03
ERR1549790	Harris2018	cefixime	0.008	0.008
ERR1549790	Harris2018	ceftriaxone	0.002	0.002
ERR1549790	Harris2018	ciprofloxacin	0.03	0.03
ERR1549791	Harris2018	azithromycin	0.25	0.25
ERR1549791	Harris2018	cefixime	0.015	0.015
ERR1549791	Harris2018	ceftriaxone	0.008	0.008
ERR1549791	Harris2018	ciprofloxacin	0.03	0.03
ERR1549792	Harris2018	azithromycin	0.125	0.125
ERR1549792	Harris2018	cefixime	0.015	0.015
ERR1549792	Harris2018	ceftriaxone	0.004	0.004
ERR1549792	Harris2018	ciprofloxacin	0.03	0.03
ERR1549793	Harris2018	azithromycin	0.25	0.25
ERR1549793	Harris2018	cefixime	0.047	0.047
ERR1549793	Harris2018	ceftriaxone	0.03	0.03
ERR1549793	Harris2018	ciprofloxacin	16	16
ERR1555156	Harris2018	azithromycin	0.125	0.125
ERR1555156	Harris2018	cefixime	0.008	0.008
ERR1555156	Harris2018	ceftriaxone	0.004	0.004
ERR1555156	Harris2018	ciprofloxacin	0.03	0.03
ERR1555157	Harris2018	azithromycin	0.125	0.125
ERR1555157	Harris2018	cefixime	0.008	0.008
ERR1555157	Harris2018	ceftriaxone	0.004	0.004
ERR1555157	Harris2018	ciprofloxacin	2	2
ERR1555158	Harris2018	azithromycin	0.25	0.25
ERR1555158	Harris2018	cefixime	0.008	0.008
ERR1555158	Harris2018	ceftriaxone	0.004	0.004
ERR1555158	Harris2018	ciprofloxacin	8	8
ERR1555159	Harris2018	azithromycin	0.25	0.25
ERR1555159	Harris2018	cefixime	0.008	0.008
ERR1555159	Harris2018	ceftriaxone	0.002	0.002
ERR1555159	Harris2018	ciprofloxacin	8	8
ERR1555160	Harris2018	azithromycin	0.5	0.5
ERR1555160	Harris2018	cefixime	0.015	0.015
ERR1555160	Harris2018	ceftriaxone	0.008	0.008
ERR1555160	Harris2018	ciprofloxacin	0.03	0.03
ERR1555161	Harris2018	azithromycin	0.25	0.25
ERR1555161	Harris2018	cefixime	0.008	0.008
ERR1555161	Harris2018	ceftriaxone	0.004	0.004
ERR1555161	Harris2018	ciprofloxacin	0.03	0.03
ERR1555162	Harris2018	azithromycin	0.25	0.25
ERR1555162	Harris2018	cefixime	0.008	0.008
ERR1555162	Harris2018	ceftriaxone	0.004	0.004
ERR1555162	Harris2018	ciprofloxacin	0.03	0.03
ERR1555163	Harris2018	azithromycin	0.25	0.25
ERR1555163	Harris2018	cefixime	0.047	0.047
ERR1555163	Harris2018	ceftriaxone	0.03	0.03
ERR1555163	Harris2018	ciprofloxacin	16	16
ERR1555164	Harris2018	azithromycin	0.5	0.5
ERR1555164	Harris2018	cefixime	0.015	0.015
ERR1555164	Harris2018	ceftriaxone	0.008	0.008
ERR1555164	Harris2018	ciprofloxacin	0.03	0.03
ERR1555165	Harris2018	azithromycin	0.25	0.25
ERR1555165	Harris2018	cefixime	0.03	0.03
ERR1555165	Harris2018	ceftriaxone	0.008	0.008
ERR1555165	Harris2018	ciprofloxacin	0.03	0.03
ERR1555166	Harris2018	azithromycin	0.125	0.125
ERR1555166	Harris2018	cefixime	0.015	0.015
ERR1555166	Harris2018	ceftriaxone	0.008	0.008
ERR1555166	Harris2018	ciprofloxacin	0.03	0.03
ERR1555167	Harris2018	azithromycin	0.25	0.25
ERR1555167	Harris2018	cefixime	0.064	0.064
ERR1555167	Harris2018	ceftriaxone	0.015	0.015
ERR1555167	Harris2018	ciprofloxacin	4	4
ERR1555168	Harris2018	azithromycin	0.25	0.25
ERR1555168	Harris2018	cefixime	0.047	0.047
ERR1555168	Harris2018	ceftriaxone	0.03	0.03
ERR1555168	Harris2018	ciprofloxacin	16	16
ERR1555169	Harris2018	azithromycin	0.25	0.25
ERR1555169	Harris2018	cefixime	0.015	0.015
ERR1555169	Harris2018	ceftriaxone	0.008	0.008
ERR1555169	Harris2018	ciprofloxacin	8	8
ERR1555170	Harris2018	azithromycin	0.125	0.125
ERR1555170	Harris2018	cefixime	0.004	0.004
ERR1555170	Harris2018	ceftriaxone	0.002	0.002
ERR1555170	Harris2018	ciprofloxacin	0.03	0.03
ERR1555171	Harris2018	azithromycin	0.125	0.125
ERR1555171	Harris2018	cefixime	0.008	0.008
ERR1555171	Harris2018	ceftriaxone	0.004	0.004
ERR1555171	Harris2018	ciprofloxacin	0.03	0.03
ERR1555172	Harris2018	azithromycin	0.125	0.125
ERR1555172	Harris2018	cefixime	0.008	0.008
ERR1555172	Harris2018	ceftriaxone	0.008	0.008
ERR1555172	Harris2018	ciprofloxacin	0.03	0.03
ERR1555173	Harris2018	azithromycin	0.125	0.125
ERR1555173	Harris2018	cefixime	0.004	0.004
ERR1555173	Harris2018	ceftriaxone	0.002	0.002
ERR1555173	Harris2018	ciprofloxacin	0.03	0.03
ERR1555174	Harris2018	azithromycin	0.25	0.25
ERR1555174	Harris2018	cefixime	0.008	0.008
ERR1555174	Harris2018	ceftriaxone	0.004	0.004
ERR1555174	Harris2018	ciprofloxacin	8	8
ERR1555175	Harris2018	azithromycin	0.125	0.125
ERR1555175	Harris2018	cefixime	0.015	0.015
ERR1555175	Harris2018	ceftriaxone	0.004	0.004
ERR1555175	Harris2018	ciprofloxacin	0.03	0.03
ERR1555176	Harris2018	azithromycin	0.25	0.25
ERR1555176	Harris2018	cefixime	0.047	0.047
ERR1555176	Harris2018	ceftriaxone	0.03	0.03
ERR1555176	Harris2018	ciprofloxacin	16	16
ERR1555177	Harris2018	azithromycin	0.125	0.125
ERR1555177	Harris2018	cefixime	0.008	0.008
ERR1555177	Harris2018	ceftriaxone	0.004	0.004
ERR1555177	Harris2018	ciprofloxacin	0.03	0.03
ERR1555178	Harris2018	azithromycin	0.125	0.125
ERR1555178	Harris2018	cefixime	0.008	0.008
ERR1555178	Harris2018	ceftriaxone	0.002	0.002
ERR1555178	Harris2018	ciprofloxacin	0.03	0.03
ERR1555179	Harris2018	azithromycin	0.125	0.125
ERR1555179	Harris2018	cefixime	0.008	0.008
ERR1555179	Harris2018	ceftriaxone	0.002	0.002
ERR1555179	Harris2018	ciprofloxacin	0.03	0.03
ERR1555180	Harris2018	azithromycin	0.25	0.25
ERR1555180	Harris2018	cefixime	0.008	0.008
ERR1555180	Harris2018	ceftriaxone	0.004	0.004
ERR1555180	Harris2018	ciprofloxacin	16	16
ERR1555181	Harris2018	azithromycin	0.125	0.125
ERR1555181	Harris2018	cefixime	0.004	0.004
ERR1555181	Harris2018	ceftriaxone	0.004	0.004
ERR1555181	Harris2018	ciprofloxacin	0.03	0.03
ERR1555182	Harris2018	azithromycin	0.25	0.25
ERR1555182	Harris2018	cefixime	0.015	0.015
ERR1555182	Harris2018	ceftriaxone	0.002	0.002
ERR1555182	Harris2018	ciprofloxacin	0.03	0.03
ERR1555183	Harris2018	azithromycin	0.125	0.125
ERR1555183	Harris2018	cefixime	0.015	0.015
ERR1555183	Harris2018	ceftriaxone	0.004	0.004
ERR1555183	Harris2018	ciprofloxacin	0.03	0.03
ERR1555184	Harris2018	azithromycin	0.125	0.125
ERR1555184	Harris2018	cefixime	0.008	0.008
ERR1555184	Harris2018	ceftriaxone	0.004	0.004
ERR1555184	Harris2018	ciprofloxacin	0.03	0.03
ERR1555185	Harris2018	azithromycin	0.25	0.25
ERR1555185	Harris2018	cefixime	0.008	0.008
ERR1555185	Harris2018	ceftriaxone	0.004	0.004
ERR1555185	Harris2018	ciprofloxacin	8	8
ERR1555186	Harris2018	azithromycin	0.125	0.125
ERR1555186	Harris2018	cefixime	0.008	0.008
ERR1555186	Harris2018	ceftriaxone	0.004	0.004
ERR1555186	Harris2018	ciprofloxacin	0.03	0.03
ERR1555187	Harris2018	azithromycin	0.125	0.125
ERR1555187	Harris2018	cefixime	0.004	0.004
ERR1555187	Harris2018	ceftriaxone	0.002	0.002
ERR1555187	Harris2018	ciprofloxacin	0.03	0.03
ERR1555189	Harris2018	azithromycin	0.25	0.25
ERR1555189	Harris2018	cefixime	0.008	0.008
ERR1555189	Harris2018	ceftriaxone	0.004	0.004
ERR1555189	Harris2018	ciprofloxacin	0.03	0.03
ERR1555190	Harris2018	azithromycin	0.25	0.25
ERR1555190	Harris2018	cefixime	0.008	0.008
ERR1555190	Harris2018	ceftriaxone	0.004	0.004
ERR1555190	Harris2018	ciprofloxacin	0.03	0.03
ERR1555191	Harris2018	azithromycin	0.125	0.125
ERR1555191	Harris2018	cefixime	0.047	0.047
ERR1555191	Harris2018	ceftriaxone	0.015	0.015
ERR1555191	Harris2018	ciprofloxacin	8	8
ERR1555192	Harris2018	azithromycin	0.25	0.25
ERR1555192	Harris2018	cefixime	0.008	0.008
ERR1555192	Harris2018	ceftriaxone	0.004	0.004
ERR1555192	Harris2018	ciprofloxacin	8	8
ERR1555193	Harris2018	azithromycin	0.25	0.25
ERR1555193	Harris2018	cefixime	0.008	0.008
ERR1555193	Harris2018	ceftriaxone	0.004	0.004
ERR1555193	Harris2018	ciprofloxacin	0.03	0.03
ERR1555194	Harris2018	azithromycin	0.03	0.03
ERR1555194	Harris2018	cefixime	0.002	0.002
ERR1555194	Harris2018	ceftriaxone	0.002	0.002
ERR1555194	Harris2018	ciprofloxacin	0.03	0.03
ERR1555195	Harris2018	azithromycin	0.125	0.125
ERR1555195	Harris2018	cefixime	0.015	0.015
ERR1555195	Harris2018	ceftriaxone	0.008	0.008
ERR1555195	Harris2018	ciprofloxacin	0.03	0.03
ERR1555196	Harris2018	azithromycin	0.125	0.125
ERR1555196	Harris2018	cefixime	0.008	0.008
ERR1555196	Harris2018	ceftriaxone	0.002	0.002
ERR1555196	Harris2018	ciprofloxacin	0.03	0.03
ERR1555197	Harris2018	azithromycin	0.03	0.03
ERR1555197	Harris2018	cefixime	0.004	0.004
ERR1555197	Harris2018	ceftriaxone	0.004	0.004
ERR1555197	Harris2018	ciprofloxacin	0.03	0.03
ERR1555198	Harris2018	azithromycin	0.125	0.125
ERR1555198	Harris2018	cefixime	0.008	0.008
ERR1555198	Harris2018	ceftriaxone	0.002	0.002
ERR1555198	Harris2018	ciprofloxacin	0.03	0.03
ERR1555199	Harris2018	azithromycin	0.03	0.03
ERR1555199	Harris2018	cefixime	0.008	0.008
ERR1555199	Harris2018	ceftriaxone	0.002	0.002
ERR1555199	Harris2018	ciprofloxacin	0.03	0.03
ERR1555200	Harris2018	azithromycin	0.03	0.03
ERR1555200	Harris2018	cefixime	0.008	0.008
ERR1555200	Harris2018	ceftriaxone	0.002	0.002
ERR1555200	Harris2018	ciprofloxacin	0.03	0.03
ERR1555201	Harris2018	azithromycin	0.25	0.25
ERR1555201	Harris2018	cefixime	0.19	0.19
ERR1555201	Harris2018	ceftriaxone	0.015	0.015
ERR1555201	Harris2018	ciprofloxacin	16	16
ERR1555202	Harris2018	azithromycin	0.25	0.25
ERR1555202	Harris2018	cefixime	0.094	0.094
ERR1555202	Harris2018	ceftriaxone	0.015	0.015
ERR1555202	Harris2018	ciprofloxacin	16	16
ERR1555203	Harris2018	azithromycin	0.25	0.25
ERR1555203	Harris2018	cefixime	0.008	0.008
ERR1555203	Harris2018	ceftriaxone	0.002	0.002
ERR1555203	Harris2018	ciprofloxacin	8	8
ERR1555204	Harris2018	azithromycin	0.03	0.03
ERR1555204	Harris2018	cefixime	0.015	0.015
ERR1555204	Harris2018	ceftriaxone	0.004	0.004
ERR1555204	Harris2018	ciprofloxacin	0.03	0.03
ERR1555205	Harris2018	azithromycin	0.125	0.125
ERR1555205	Harris2018	cefixime	0.015	0.015
ERR1555205	Harris2018	ceftriaxone	0.008	0.008
ERR1555205	Harris2018	ciprofloxacin	0.03	0.03
ERR1555206	Harris2018	azithromycin	0.06	0.06
ERR1555206	Harris2018	cefixime	0.015	0.015
ERR1555206	Harris2018	ceftriaxone	0.004	0.004
ERR1555206	Harris2018	ciprofloxacin	0.03	0.03
ERR1555207	Harris2018	azithromycin	0.06	0.06
ERR1555207	Harris2018	cefixime	0.015	0.015
ERR1555207	Harris2018	ceftriaxone	0.004	0.004
ERR1555207	Harris2018	ciprofloxacin	0.03	0.03
ERR1555208	Harris2018	azithromycin	0.125	0.125
ERR1555208	Harris2018	cefixime	0.008	0.008
ERR1555208	Harris2018	ceftriaxone	0.004	0.004
ERR1555208	Harris2018	ciprofloxacin	0.03	0.03
